id,created_at,author_id,text
755879502769557504,2016-07-20T21:38:11.000Z,1319503753,"Suspending Milo Yiannopoulos, while allowing others with threatening violence and hate is hypocrisy. #freemilo #stopcensoringjust oneside"
755879495110914049,2016-07-20T21:38:09.000Z,26547124,Twitter Bans Milo Yiannopoulos #FreeMilo | Mike Cernovich and Stefan Mol... https://t.co/WQQbxoEK36 via @YouTube  #FreeMilo #FreeNero
755879203799703552,2016-07-20T21:37:00.000Z,15132784,Hey @jack #FreeTheDangerousFaggot #FreeMiloNow https://t.co/FENCqIdKoq
755879011478228992,2016-07-20T21:36:14.000Z,185508695,#FreeMilo Milo Yiannopoulos talks to CNBC about his Twitter Suspension  https://t.co/huPoYT9F6z
755879011088146432,2016-07-20T21:36:14.000Z,430459707,"Twitter admits dragging feet on trolls, bans Milo Yiannopoulos https://t.co/ixSbowdwVO via @CNET
#BanNero worked"
755878948098015233,2016-07-20T21:35:59.000Z,725225227962081280,Milo Yiannopoulos is banned and Twitter won't be the same until he returns #FreeMilo
755878749627899905,2016-07-20T21:35:12.000Z,20511896,#Twitter bans #Breitbart's #MiloYiannopoulos for harassment https://t.co/PrwK6v5YCn https://t.co/prlmzZYQrt
756276871331930112,2016-07-21T23:57:11.000Z,739244644488216576,"Milo Yiannopoulos Banned &amp; Leslie Jones Racist #FreeMilo #FreedomMatters #FreedomOfSpeech  
#FreedomofExpression  https://t.co/qUEZNl6mrS"
756275508283932673,2016-07-21T23:51:46.000Z,2445475424,#FreeMilo Milo Yiannopoulos talks to CNBC about his Twitter Suspension https://t.co/UgMdIs7Pg3 via @YouTube
756273288997920768,2016-07-21T23:42:57.000Z,315614454,I liked a @YouTube video https://t.co/U0MVvKxCyx #FreeMilo Milo Yiannopoulos talks to CNBC about his Twitter Suspension
756272070200131584,2016-07-21T23:38:07.000Z,2185599740,WE NEED MILO YIANNOPOULOS BACK #FREEMILO
756270355560407040,2016-07-21T23:31:18.000Z,294015359,I liked a @YouTube video https://t.co/AvYwfb3p2l #FreeMilo Milo Yiannopoulos talks to CNBC about his Twitter Suspension
756268998572990466,2016-07-21T23:25:54.000Z,3165230185,Milo Yiannopoulos @Nero Responds To Being Permanently Blocked On Twitter https://t.co/G3sbKOCazo via @YouTube #freemilo #freemilonow
